,Data,Open,High,Low,Close,Vol,Momentum,RSI,APO,MACD,ROC,Stoch2,Stoch1,WillR
39,1990-06-26,352.32,356.09,351.85,352.06,157133333.0,,44.13801442150294,-0.8951923076921275,1.1822766016737773,-3.874402730375426,2.3046970606948647,18.917886138717527,-98.63813229571997
40,1990-06-27,352.06,355.89,351.23,355.14,162911111.0,,49.45474723835902,-1.32602564102541,0.8864009222074856,-2.6747053987393743,12.686058152482131,12.40822973242021,-75.62344139650888
41,1990-06-28,355.16,357.63,355.16,357.63,151244444.0,,53.32258770938425,-2.0135897435894208,0.8431205360478202,-1.4521906861394318,29.32740564087642,14.772720284684482,-60.09975062344145
42,1990-06-29,357.64,359.09,357.3,358.02,161677772.0,,53.9173934615196,-2.5380769230766305,0.830714301466287,-1.347441514425074,57.50625503538314,33.17323960958058,-57.668329177057494
43,1990-07-02,358.02,359.58,357.54,359.54,144666667.0,,56.25698870279267,-2.8615384615382027,0.9327810487147872,0.7453485765523515,79.7915757890306,55.54174548843006,-47.60403530895318
44,1990-07-03,359.54,360.73,359.44,360.16,144500006.0,,57.211247351650044,-3.305320512820174,1.051576579479672,0.47144809886461303,93.30257551055668,76.86680211165681,-34.674469641550594
45,1990-07-05,360.16,360.16,354.86,355.68,142577778.0,,48.90864779940003,-3.214166666666415,0.7752873049566915,-0.9523809523809601,69.16343122953427,80.75252750970719,-62.82372598162072
46,1990-07-06,355.69,359.02,354.64,358.42,124144450.0,,53.366146369689496,-3.1244871794868914,0.7685616647468123,-0.5687019724248898,56.67943370733719,73.04848014914272,-39.933166248955594
47,1990-07-09,358.42,360.05,358.11,359.52,132655550.0,,55.06123253036348,-3.0237179487176604,0.8422830387733597,1.1507188475930574,52.056554670664866,59.29980653584545,-30.74352548036772
48,1990-07-10,359.52,359.74,356.41,356.49,164033327.0,,49.70204050475421,-3.098846153845898,0.6487338812297594,1.1864551105560395,57.525998905309244,55.420662427770445,-56.0568086883876
49,1990-07-11,356.49,361.23,356.49,361.23,180244444.0,,56.78771248365063,-2.378205128204854,0.8678194827984385,2.604669658580927,70.16967706622873,59.91741021406762,-16.457811194653093
50,1990-07-12,361.23,365.46,360.57,365.44,236866655.0,33.19,61.91901154474915,-1.2378846153844165,1.3654185212604943,2.900264684349829,76.73094180838477,68.14220592664093,-0.14054813773704752
51,1990-07-13,365.45,369.68,365.45,367.31,239555556.0,32.829999999999984,63.965827604340156,-0.057435897435652805,1.888888781921537,2.7067080502195084,93.98510763464726,80.29524216975359,-12.845528455284585
52,1990-07-16,367.31,369.78,367.31,368.95,166033327.0,33.379999999999995,65.70669949590486,0.8703205128207401,2.408315467260877,3.052902072509922,91.91579823549496,87.54394922617568,-4.474393530997229
53,1990-07-17,368.95,369.4,364.99,367.52,196433327.0,29.129999999999995,62.8552185447154,1.355641025641205,2.6737544319311155,2.2195026978917287,86.30899015729993,90.7366320091474,-12.183288409703485
54,1990-07-18,367.52,367.52,362.95,364.22,187511111.0,23.690000000000055,56.73617604976726,1.7726923076924663,2.5880014335168653,1.127276765881824,72.13921357739463,83.45466732339652,-36.72391017173019
55,1990-07-19,364.22,365.32,361.29,365.32,179988883.0,23.310000000000002,58.19704916420858,2.290128205128383,2.5790724298188934,2.710301394511916,56.69772596044954,71.71530989838139,-29.458388375165015
56,1990-07-20,365.32,366.64,361.58,361.61,197566673.0,18.75,51.83917950051612,2.5375000000000796,2.2467312168952276,0.890017298141843,30.28919505479412,53.04204486421278,-53.96301188903544
57,1990-07-23,361.61,361.61,350.09,355.31,232255550.0,11.490000000000009,43.207072404453555,2.7985897435898437,1.4581820476029748,-1.1710057854917633,26.089791566402525,37.692237527215404,-73.48908075165045
58,1990-07-24,355.31,356.09,351.46,355.79,202133333.0,3.7900000000000205,43.972571639641174,2.8532692307692855,0.8620460084411548,-0.19635894414989918,21.168001089671538,25.84899590362274,-71.05129507364121
59,1990-07-25,355.79,357.52,354.8,357.09,181700006.0,2.339999999999975,46.09186750107169,2.6426923076923003,0.4888676756683026,-1.146084212274745,34.01031187055588,27.089368175543328,-64.44895886236668
60,1990-07-26,357.09,357.47,353.95,355.91,172266667.0,1.6300000000000523,44.44836623886673,2.6928205128205036,0.09678929328879349,-2.6078152364273133,36.721491057020685,30.633268005749382,-70.44184865413891
61,1990-07-27,355.9,355.94,352.14,353.44,165633327.0,-0.5600000000000023,41.14143755499261,2.261346153846148,-0.4085346734563018,-3.7761019302496535,35.5140322535528,35.415278393709805,-82.98628745556108
62,1990-07-30,353.44,355.55,351.15,355.55,162744439.0,1.079999999999984,44.911919390760346,1.6264102564102245,-0.6314690100975326,-3.631928445588828,44.43993587086789,38.891819727147144,-72.27018791264582
63,1990-07-31,355.55,357.54,353.91,356.15,194866667.0,1.509999999999991,45.971810131281885,0.6687179487179264,-0.7510731882626374,-3.093709185894644,58.80030193882061,46.25142335441378,-69.22295581513458
64,1990-08-01,356.15,357.35,353.82,355.52,198066667.0,-2.480000000000018,44.992947201881925,-0.5739102564102723,-0.886477337101212,-2.388666190763833,71.90305037387522,58.38109606118792,-72.42254951752155
65,1990-08-02,355.52,355.52,349.73,351.48,281211117.0,-6.949999999999989,39.22502949950224,-1.8882692307691968,-1.3047401051416614,-3.788459432826008,56.347512685540586,62.350288332745485,-91.27182044887779
66,1990-08-03,351.48,351.48,338.2,344.86,328755556.0,-14.430000000000007,31.988507341201828,-3.10621794871804,-2.145661190015062,-4.63206216642239,41.74389265057362,56.66481856999649,-78.65384615384606
67,1990-08-06,344.86,344.86,333.27,334.43,267111111.0,-23.980000000000018,24.362469871678172,-4.788076923077085,-3.6120733084769086,-5.876558498212825,20.541044927417563,39.54415008784394,-96.61313868613131
68,1990-08-07,334.43,338.63,332.22,334.83,257311099.0,-19.75,25.099945141572356,-6.12782051282062,-4.687899631391758,-5.891115545687075,16.533985775001536,26.272974450997584,-92.41719930273108
69,1990-08-08,334.83,339.21,334.83,338.35,211555556.0,-22.299999999999955,31.43539497867457,-6.72615384615392,-5.19656242420092,-5.247976700551671,13.824856319863216,16.96662900742745,-82.19058686809993
70,1990-08-09,338.35,340.56,337.56,339.94,173122228.0,-20.920000000000016,34.1451032572327,-7.269294871795012,-5.40902971287818,-4.487089432721758,25.5926931469054,18.65051174725673,-73.73256209595108
71,1990-08-10,339.9,339.9,334.22,335.52,161488889.0,-25.710000000000036,30.532689784737233,-8.291410256410359,-5.866443916680851,-5.070167496604805,30.833227180059524,23.416925548942725,-86.96682464454994
72,1990-08-13,335.39,338.88,332.02,338.84,136466667.0,-24.32000000000005,36.00900436902174,-8.960833333333483,-5.893119501806268,-4.699760933764596,48.68338448071978,35.03643493589491,-73.2758620689656
73,1990-08-14,338.84,340.96,337.19,339.39,144800000.0,-28.00999999999999,36.8965089031219,-9.357435897436005,-5.802986475886769,-4.70588235294117,62.80185282047653,47.43948816041862,-71.12068965517244
74,1990-08-15,339.39,341.92,339.38,340.06,151899994.0,-26.579999999999984,38.02415027070487,-10.0163461538462,-5.612791239330022,-4.34855985598559,81.17002824561406,64.2184218489368,-68.49529780564261
75,1990-08-16,340.06,340.06,332.39,332.39,154277784.0,-32.56999999999999,31.159565781252624,-10.88711538461547,-6.011666296280339,-5.43131899396837,55.795991232232886,66.58929076610784,-98.5501567398119
76,1990-08-17,332.36,332.36,324.63,327.83,236177778.0,-35.31999999999999,27.93109499418624,-11.748076923076951,-6.619426910172763,-4.938235805834257,34.48576764366237,57.15059570716978,-90.27651169857191
77,1990-08-20,327.83,329.9,327.07,328.51,144033327.0,-30.19999999999999,29.110642021790078,-12.169935897435948,-6.965912554559395,-1.7701761205633493,14.895299632141734,35.059019502679,-88.14180929095357
78,1990-08-21,328.51,328.51,318.78,321.86,216255550.0,-39.76999999999998,24.83056693135079,-12.275448717948791,-7.688476377887298,-3.873607502314602,18.086270126483054,22.489112467429056,-91.61676646706576
79,1990-08-22,321.86,324.15,316.55,316.55,195055550.0,-49.69999999999999,22.043555164559763,-11.805064102564074,-8.59055941464976,-6.4430323629377835,11.917000799319018,14.966190185981274,-100.0
80,1990-08-23,316.55,316.55,306.56,307.06,278266667.0,-57.839999999999975,18.127517393179435,-11.920769230769224,-9.956458552687025,-9.672295110901919,5.08275657217395,11.695342499325344,-98.69451697127937
81,1990-08-24,307.06,311.65,306.18,311.51,221155556.0,-51.389999999999986,24.867682008886455,-12.087820512820542,-10.558157779893577,-7.1560562708631315,8.13615784496997,8.37863840548765,-85.08673754896479
82,1990-08-27,311.55,323.11,311.55,321.44,177944439.0,-41.47000000000003,37.276651097734955,-12.084487179487212,-10.11711691482867,-5.135167040491084,30.91567717621344,14.711530531119124,-57.3027420257415
83,1990-08-28,321.44,322.2,320.25,321.34,141844444.0,-35.54000000000002,37.210000503538296,-11.95961538461546,-9.664254505848135,-5.318365302454408,58.390624655431594,32.480819892205005,-57.58254057078913
84,1990-08-29,321.34,325.83,320.87,324.19,149155556.0,-34.28000000000003,40.476518142558085,-11.9650641025641,-8.971963393332373,-4.666823501734985,81.4517763159551,56.91935938253338,-49.608282036933446
85,1990-08-30,324.19,324.57,317.82,318.71,134322228.0,-40.39000000000004,36.540235689393455,-12.212243589743593,-8.764476471636783,-4.115647281807522,79.92755808734096,73.25665301957588,-64.9412423055401
86,1990-08-31,318.71,322.57,316.59,322.56,107200000.0,-37.910000000000025,40.88947009172517,-12.387884615384564,-8.194912912226982,-1.607540493548476,77.5068958881263,79.62874343047412,-54.168998321208754
87,1990-09-04,322.56,323.09,319.11,323.09,103266667.0,-32.34000000000003,41.48402047386028,-11.99557692307684,-7.61300513306287,-1.649873672034341,70.40435466344763,75.94626954630496,-52.68606603245673
88,1990-09-05,323.09,324.52,320.99,324.39,134011117.0,-27.920000000000016,42.998496106077575,-11.083782051282014,-6.966632882913643,0.7860560492139346,77.28758169934646,75.06627741697345,-46.2514757969304
89,1990-09-06,324.39,324.39,319.37,320.46,139577778.0,-31.600000000000023,39.65699581286237,-10.381923076922988,-6.69432832358973,1.235191912809963,67.75271512113618,71.81488382797676,-45.45454545454557
90,1990-09-07,320.46,324.18,319.71,323.4,137555556.0,-31.74000000000001,43.212340183390765,-9.018205128205011,-6.170165739235188,5.321435550055353,72.9294145601307,72.65657046020443,-27.40303541315349
91,1990-09-10,323.42,326.53,320.31,321.63,133033339.0,-36.0,41.622358751631005,-7.44679487179468,-5.8303783499063115,3.2486918557991684,56.11164113858367,65.59792360661685,-30.810568741603227
92,1990-09-11,321.63,322.18,319.6,321.04,125800000.0,-36.97999999999996,41.079763943101725,-5.365641025640912,-5.544785627783597,-0.12444001991039899,47.720901720205454,58.92065247297328,-26.97788697788679
93,1990-09-12,321.04,322.55,319.6,322.54,144322228.0,-37.0,43.11028110555824,-3.989166666666563,-5.138184086202784,0.37343623576275853,33.85334317135756,45.89529534338224,-19.606879606879406
94,1990-09-13,322.51,322.51,318.02,318.65,137099994.0,-41.51000000000005,39.32535135180952,-3.599358974358836,-5.071380210762527,-1.7088744254912358,25.00027353075716,35.524839474106734,-38.72235872235876
95,1990-09-14,318.65,318.65,314.76,316.83,148211105.0,-38.85000000000002,37.65942013006372,-3.147499999999866,-5.106432670622553,-0.589877945467665,23.087961352429094,27.313859351514612,-64.75300400534056
96,1990-09-17,316.83,318.05,315.21,317.77,122888889.0,-40.650000000000034,39.09451951626845,-2.829807692307554,-5.000716704181002,-1.4849950396825462,21.20980739006009,23.099347424415456,-74.42650807136792
97,1990-09-18,317.77,318.85,314.27,318.6,156811117.0,-40.91999999999996,40.39918232146095,-2.188205128205027,-4.794691753787447,-1.3897056547711006,36.17368431045887,26.823817684316026,-64.6818923327892
98,1990-09-19,318.6,319.35,316.25,316.6,163922228.0,-39.889999999999986,38.2717450708617,-1.8294871794871028,-4.738179992039932,-2.4014303770153123,39.73688871637282,32.373460138963935,-80.99510603588872
99,1990-09-20,316.6,316.6,310.55,311.48,161222222.0,-49.75,33.41983118017891,-1.7235256410255033,-5.048341090476583,-2.8022218061536375,30.37985561254905,35.430142879793586,-94.18022528160195
100,1990-09-21,311.53,312.17,307.98,311.32,223388895.0,-54.120000000000005,33.277851952361225,-1.7073076923075519,-5.24657738024348,-3.735312306740879,22.740143513160277,30.952295947360724,-81.99460916442057
101,1990-09-24,311.3,311.3,303.58,304.59,182299994.0,-62.72000000000003,27.90730806862065,-1.9605769230767578,-5.87896675393273,-5.298013245033117,15.449432380432969,22.856477168714108,-95.59912854030505
102,1990-09-25,305.46,308.27,304.23,308.26,173266667.0,-60.69,34.14845801236168,-2.4695512820511567,-6.014668209057504,-3.9808123598305545,21.81890548817491,20.002827127256058,-79.60784313725486
103,1990-09-26,308.26,308.28,303.05,305.06,172855561.0,-62.45999999999998,31.58119408589365,-2.948461538461345,-6.307714440747247,-5.419482854839719,16.971705037278632,18.080014301962176,-91.43952299829644
104,1990-09-27,305.06,307.47,299.1,300.97,202988895.0,-63.25,28.619628061273527,-3.8174999999998818,-6.791694087333269,-5.548407343480289,19.60604135973598,19.465550628396514,-93.18264673714908
105,1990-09-28,300.97,306.05,295.98,306.05,223344450.0,-59.26999999999998,36.5752921160162,-4.78782051282036,-6.688240031668897,-3.402455575545238,31.624197811294593,22.733981402769743,-62.100112909296215
106,1990-10-01,306.1,314.94,306.1,314.94,224677784.0,-46.670000000000016,47.585003252392916,-5.400064102563931,-5.821793235559596,-0.8905812380023193,60.01288169813349,37.081040289721365,-28.64132480240879
107,1990-10-02,314.94,319.69,314.94,315.21,209288889.0,-40.10000000000002,47.88091412678918,-5.67737179487159,-5.05506946954165,-1.0640301318267542,82.27869649180573,57.971925333744615,-27.516019600452392
108,1990-10-03,315.21,316.26,310.7,311.4,150544450.0,-44.39000000000004,44.09764967299623,-5.8220512820510635,-4.700683960900335,-1.6424510423247107,82.04695627723883,74.77951148905936,-34.964150147617154
109,1990-10-04,311.4,313.4,308.59,312.69,161566673.0,-44.39999999999998,45.663132411528395,-5.981858974358772,-4.266556465971632,0.38846795941953616,72.20582032897508,78.84382436600656,-29.523407844791254
110,1990-10-05,312.69,314.79,305.76,311.5,170422222.0,-44.410000000000025,44.42716020672605,-5.918782051281937,-3.972735135574851,0.05781832198381576,58.90615738611518,71.05297799744304,-34.54238717840576
111,1990-10-08,311.5,315.03,311.5,313.48,110522216.0,-39.95999999999998,46.99779202252315,-5.550961538461422,-3.5393111857132453,2.918677566564898,55.700859744485825,62.2709458198587,-26.19148038802187
112,1990-10-09,313.46,313.46,305.09,305.1,161788895.0,-50.44999999999999,38.814395006612216,-5.3977564102563065,-3.827890014901868,-1.025108674495545,32.23850419767362,48.94850710942489,-61.535217207929094
113,1990-10-10,305.09,306.43,299.21,300.39,187988883.0,-55.75999999999999,35.113614906854544,-4.874679487179435,-4.386088356688958,-1.53084639087393,20.989465070304792,36.30960967082142,-81.40025305778165
114,1990-10-11,300.39,301.45,294.51,295.46,200066655.0,-60.06,31.70598512033505,-4.82865384615377,-5.166715680235086,-1.8307472505565525,4.059355971016388,19.095775079664943,-96.22716441620338
115,1990-10-12,295.45,301.68,295.22,300.03,208822234.0,-51.450000000000045,37.737892256254376,-4.4620512820511635,-5.3548799288226405,-1.9669988563960294,12.996375731199533,12.681732257506914,-78.07783955520262
116,1990-10-15,300.03,304.79,296.41,303.23,183311111.0,-41.629999999999995,41.62576184688571,-3.4979487179486455,-5.186007132943189,-3.7181685400393683,25.848681853172025,14.301471185129325,-65.3693407466242
117,1990-10-16,303.23,304.34,298.12,298.92,166188895.0,-35.50999999999999,38.168699525907904,-3.2186538461537566,-5.3384172543146065,-5.167983249262386,36.63768674172956,25.160914775367047,-82.48610007942801
118,1990-10-17,298.92,301.5,297.79,298.76,179177778.0,-36.06999999999999,38.04238881212099,-3.710064102564047,-5.409753762462401,-4.059087989723819,41.45162929374295,34.64599929621485,-83.12152501985703
119,1990-10-18,298.75,305.74,298.75,305.74,226788883.0,-32.610000000000014,46.37897195521971,-3.8530769230768556,-4.8471854567382024,-2.2226486296331838,59.44635224888801,45.84522276145352,-55.401111993645685
120,1990-10-19,305.74,312.48,305.74,312.48,246088889.0,-27.45999999999998,52.96074646713057,-3.5257692307691855,-3.8135244142848705,0.31460674157304247,80.44747081712062,60.448484119917204,-28.63383637807775
121,1990-10-22,312.48,315.83,310.47,314.76,169611117.0,-20.75999999999999,54.9741437475555,-3.273653846153877,-2.77833670963588,0.40831951001658595,98.02291204730233,79.30557837110366,-6.8965517241379315
122,1990-10-23,314.76,315.06,312.06,312.36,162555556.0,-26.47999999999996,52.430176843577506,-2.9939102564102313,-2.1270832463395095,2.379547689282191,91.6112342941612,90.02720571952807,-16.275797373358216
123,1990-10-24,312.36,313.51,310.74,312.6,165877784.0,-26.789999999999964,52.66606723780907,-2.8364743589743284,-1.573456364881224,4.064715869369828,85.30756528557424,91.6472372090126,-15.150093808630217
124,1990-10-25,312.6,313.71,309.7,310.17,157177778.0,-29.889999999999986,49.96447521735829,-2.1666666666666288,-1.3156181373582854,4.978677316726476,68.58627200272525,81.83502386082024,-26.547842401500795
125,1990-10-26,310.17,310.17,304.71,304.71,144655550.0,-27.680000000000007,44.44742955571481,-1.5462820512819917,-1.534170886309198,1.5598440155984328,41.664616422533044,65.1861512369442,-52.15759849906195
126,1990-10-29,304.74,307.41,300.69,301.88,148866667.0,-25.94999999999999,41.86698008057967,-0.6482051282050634,-1.9136732293754335,-0.4452066088447837,17.395332519962505,42.54874031507362,-65.43151969981234
127,1990-10-30,301.88,304.36,299.44,304.06,170500006.0,-24.44999999999999,44.53812821661056,-0.2919871794871369,-2.015292749106834,1.719523618359431,13.552251480339862,24.204066807611824,-55.20637898686672
128,1990-10-31,304.06,305.7,302.33,304.0,173400000.0,-17.860000000000014,44.477552938787795,-0.06397435897429204,-2.0767292075960313,1.7539161869058795,24.203968368917316,18.383850789739913,-57.39932071809805
129,1990-11-01,303.99,307.27,301.61,307.02,176966661.0,-9.53000000000003,48.2897918951389,0.5356410256410413,-1.8602850744169928,0.4186563746974459,44.99127356339253,27.582497804216587,-45.36560247167879
130,1990-11-02,307.02,311.94,306.88,311.85,187444444.0,4.7900000000000205,53.758314854093534,1.208012820512863,-1.2842073623887131,-0.20161290322580072,67.29273583856194,45.49599259029062,-22.06208425720604
131,1990-11-05,311.85,314.61,311.41,314.59,163899994.0,3.079999999999984,56.56456296066865,1.6170512820513636,-0.5996540853023475,-0.05400940399035159,89.93040589790792,67.40480509995415,-6.873614190687426
132,1990-11-06,314.59,314.76,311.43,311.62,158511111.0,-9.819999999999993,52.82257366913592,1.6730769230769056,-0.29341258233944245,-0.23690613394801163,91.75661128252432,82.99325100633142,-24.648711943793813
133,1990-11-07,311.62,311.62,305.79,306.01,165700006.0,-15.329999999999984,46.55733890659637,1.2977564102564543,-0.49765741526209695,-2.1081253998720517,69.81663663106667,83.83455127049966,-59.91458206223308
134,1990-11-08,306.01,309.77,305.03,307.61,172855561.0,-16.579999999999984,48.43582368790552,1.04769230769233,-0.5243716585461016,-0.8253538382177572,45.365893054160814,68.97971365591728,-50.15253203172653
135,1990-11-09,307.61,313.78,307.61,313.74,161288889.0,-4.96999999999997,54.96679318426917,1.102307692307761,-0.050323026833609674,2.9634734665747953,49.830988006987305,55.00450589740495,-8.450704225352068
136,1990-11-12,313.74,319.77,313.73,319.48,179322216.0,-3.079999999999984,60.06710229145516,1.5712179487179583,0.7795478159819709,5.830131177951503,71.35515080860327,55.51734395658381,-1.4264633546481251
137,1990-11-13,319.48,319.48,317.26,317.67,178044444.0,-5.419999999999959,57.84245232937866,2.4900641025641335,1.2764603245585135,4.47609024534632,91.10085840999643,70.76233240852902,-10.329562223315138
138,1990-11-14,317.66,321.7,317.23,320.4,199233327.0,-3.990000000000009,60.23465782821997,3.4449358974359257,1.8690104629069424,5.394736842105252,91.99572568525662,84.81724496795213,-5.84007187780778
139,1990-11-15,320.4,320.4,316.13,317.02,168188895.0,-3.4399999999999977,55.99790016996226,3.8853205128206127,2.042330252634031,3.2571168002084594,81.57985549109536,88.22547986211616,-21.024258760107855
140,1990-11-16,317.02,318.8,314.99,317.12,183822222.0,-6.279999999999973,56.096291394546185,4.145576923076987,2.1628248998260347,1.6899150232483562,67.17367264917392,80.24975127517531,-20.57502246181485
141,1990-11-19,317.15,319.39,317.15,319.34,156611105.0,-2.2900000000000205,58.32423504160275,4.429551282051364,2.409675977827476,1.5099017769159895,58.04935742280034,68.9342951876899,-11.747137879542144
142,1990-11-20,319.34,319.34,315.31,315.31,179077784.0,-5.730000000000018,53.060311805660646,4.25326923076932,2.25413564318103,1.1841345228162492,37.37737329690751,54.20013445629394,-31.806869089099028
143,1990-11-21,315.31,316.15,312.42,316.03,156288889.0,-6.510000000000048,53.861502827699425,3.715192307692405,2.1640212995898764,3.274402797294207,38.27857024578315,44.56843365516368,-34.01319736052796
144,1990-11-23,316.03,317.3,315.06,315.1,70388889.0,-3.5499999999999545,52.61234119392416,3.3767307692308464,1.9945696480630204,2.43490133610742,29.48586629349616,35.04726994539562,-39.592081583683026
145,1990-11-26,315.08,316.51,311.48,316.51,146155556.0,-0.3199999999999932,54.34129966928918,3.837500000000148,1.9515568766608453,0.882896666029187,49.092996433050494,38.952477657443275,-31.133773245350888
146,1990-11-27,316.51,318.69,315.8,318.1,163988883.0,0.3300000000000409,56.27851078038588,4.495512820512886,2.0224550543183,-0.43195192187304166,62.088270878706886,46.889044535084516,-21.59568086382701
147,1990-11-28,318.11,319.96,317.62,317.95,161655561.0,-0.6500000000000341,56.036960915909475,4.723653846153923,2.042988326792738,0.08814178235274639,74.70382676512027,61.961698025625886,-22.495500899820016
148,1990-11-29,317.95,317.95,315.03,316.42,156577778.0,-0.18000000000000682,53.513967001310206,4.312500000000057,1.9137424482266283,-1.242197253433197,72.92526845583909,69.90578869988876,-37.47338537970179
149,1990-11-30,316.42,323.02,315.42,322.22,213722216.0,10.740000000000009,60.73175844491468,4.321666666666772,2.2533504641850755,1.6402750615103212,75.87315926010724,74.50075149368888,-6.932409012131343
150,1990-12-03,322.23,324.9,322.23,324.1,196666667.0,12.78000000000003,62.750659213104356,4.094230769230762,2.64371742296521,2.201059535822414,81.07231272050132,76.62358014548256,-5.961251862890887
